filename, hs, hc, ms, mc, hrs, hrc
D:\Users\user\clocks\clockface_image_generator\data\clock-00.00.00\Aclock-00.00.00.png,0.0,0.9999000099990001,0.0,0.9999000099990001,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.00.00\Bclock-00.00.00.png,0.0,0.9999000099990001,0.0,0.9999000099990001,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.01.00\Aclock-00.01.00.png,0.008725662932080727,0.9998619368704843,0.10451801146650683,0.994422453122961,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.01.00\Bclock-00.01.00.png,0.008725662932080727,0.9998619368704843,0.10451801146650683,0.994422453122961,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.02.00\Aclock-00.02.00.png,0.017450661371146398,0.9997477203843529,0.2078909017275866,0.9780497957542302,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.02.00\Bclock-00.02.00.png,0.017450661371146398,0.9997477203843529,0.2078909017275866,0.9780497957542302,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.03.00\Aclock-00.03.00.png,0.026174330874785674,0.9995573692386334,0.30898609576537084,0.9509614201531382,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.03.00\Bclock-00.03.00.png,0.026174330874785674,0.9995573692386334,0.30898609576537084,0.9509614201531382,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.04.00\Aclock-00.04.00.png,0.03489600710179079,0.9992908979293028,0.4066959734784524,0.9134541122313777,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.04.00\Bclock-00.04.00.png,0.03489600710179079,0.9992908979293028,0.4066959734784524,0.9134541122313777,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.05.00\Aclock-00.05.00.png,0.04361502586274973,0.9989483267491829,0.4999500049995,0.8659388099034484,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.05.00\Bclock-00.05.00.png,0.04361502586274973,0.9989483267491829,0.4999500049995,0.8659388099034484,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.06.00\Aclock-00.06.00.png,0.05233072317062677,0.9985296817863952,0.5877264796445087,0.808936100764871,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.06.00\Bclock-00.06.00.png,0.05233072317062677,0.9985296817863952,0.5877264796445087,0.808936100764871,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.07.00\Aclock-00.07.00.png,0.06104243529132774,0.9980349949223747,0.6690636999888594,0.7430705184255517,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.07.00\Bclock-00.07.00.png,0.06104243529132774,0.9980349949223747,0.6690636999888594,0.7430705184255517,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.08.00\Aclock-00.08.00.png,0.06974949879424588,0.9974643038294413,0.7430705184255517,0.6690636999888594,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.08.00\Bclock-00.08.00.png,0.06974949879424588,0.9974643038294413,0.7430705184255517,0.6690636999888594,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.09.00\Aclock-00.09.00.png,0.07845125060278467,0.9968176519679312,0.808936100764871,0.5877264796445087,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.09.00\Bclock-00.09.00.png,0.07845125060278467,0.9968176519679312,0.808936100764871,0.5877264796445087,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.10.00\Aclock-00.10.00.png,0.08714702804485368,0.9960950885828873,0.8659388099034483,0.49995000499950015,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.10.00\Bclock-00.10.00.png,0.08714702804485368,0.9960950885828873,0.8659388099034483,0.49995000499950015,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.11.00\Aclock-00.11.00.png,0.09583616890333364,0.9952966687003089,0.9134541122313777,0.4066959734784524,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.11.00\Bclock-00.11.00.png,0.09583616890333364,0.9952966687003089,0.9134541122313777,0.4066959734784524,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.12.00\Aclock-00.12.00.png,0.10451801146650683,0.994422453122961,0.9509614201531382,0.3089860957653709,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.12.00\Bclock-00.12.00.png,0.10451801146650683,0.994422453122961,0.9509614201531382,0.3089860957653709,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.13.00\Aclock-00.13.00.png,0.11319189457844887,0.9934725084257449,0.9780497957542301,0.2078909017275867,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.13.00\Bclock-00.13.00.png,0.11319189457844887,0.9934725084257449,0.9780497957542301,0.2078909017275867,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.14.00\Aclock-00.14.00.png,0.12185715768937853,0.992446906950627,0.994422453122961,0.10451801146650681,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.14.00\Bclock-00.14.00.png,0.12185715768937853,0.992446906950627,0.994422453122961,0.10451801146650681,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.15.00\Aclock-00.15.00.png,0.13051314090596097,0.9913457268011303,0.9999000099990001,6.12262173356341e-17,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.15.00\Bclock-00.15.00.png,0.13051314090596097,0.9913457268011303,0.9999000099990001,6.12262173356341e-17,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.16.00\Aclock-00.16.00.png,0.13915918504156127,0.9901690518363867,0.994422453122961,-0.10451801146650691,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.16.00\Bclock-00.16.00.png,0.13915918504156127,0.9901690518363867,0.994422453122961,-0.10451801146650691,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.17.00\Aclock-00.17.00.png,0.147794631666444,0.9889169716647503,0.9780497957542302,-0.2078909017275866,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.17.00\Bclock-00.17.00.png,0.147794631666444,0.9889169716647503,0.9780497957542302,-0.2078909017275866,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.18.00\Aclock-00.18.00.png,0.15641882315791508,0.9875895816369741,0.9509614201531383,-0.3089860957653708,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.18.00\Bclock-00.18.00.png,0.15641882315791508,0.9875895816369741,0.9509614201531383,-0.3089860957653708,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.19.00\Aclock-00.19.00.png,0.16503110275040261,0.9861869828389476,0.9134541122313777,-0.40669597347845243,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.19.00\Bclock-00.19.00.png,0.16503110275040261,0.9861869828389476,0.9134541122313777,-0.40669597347845243,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.20.00\Aclock-00.20.00.png,0.17363081458547178,0.9847092820839997,0.8659388099034484,-0.4999500049994998,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.20.00\Bclock-00.20.00.png,0.17363081458547178,0.9847092820839997,0.8659388099034484,-0.4999500049994998,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.21.00\Aclock-00.21.00.png,0.18221730376177128,0.9831565919047641,0.808936100764871,-0.5877264796445086,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.21.00\Bclock-00.21.00.png,0.18221730376177128,0.9831565919047641,0.808936100764871,-0.5877264796445086,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.22.00\Aclock-00.22.00.png,0.1907899163849063,0.9815290305446095,0.7430705184255517,-0.6690636999888594,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.22.00\Bclock-00.22.00.png,0.1907899163849063,0.9815290305446095,0.7430705184255517,-0.6690636999888594,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.23.00\Aclock-00.23.00.png,0.19934799961723546,0.9798267219486347,0.6690636999888595,-0.7430705184255516,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.23.00\Bclock-00.23.00.png,0.19934799961723546,0.9798267219486347,0.6690636999888595,-0.7430705184255516,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.24.00\Aclock-00.24.00.png,0.2078909017275866,0.9780497957542302,0.5877264796445089,-0.8089361007648709,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.24.00\Bclock-00.24.00.png,0.2078909017275866,0.9780497957542302,0.5877264796445089,-0.8089361007648709,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.25.00\Aclock-00.25.00.png,0.2164179721408888,0.9761983872812052,0.4999500049995,-0.8659388099034484,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.25.00\Bclock-00.25.00.png,0.2164179721408888,0.9761983872812052,0.4999500049995,-0.8659388099034484,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.26.00\Aclock-00.26.00.png,0.22492856148771623,0.9742726375214831,0.4066959734784526,-0.9134541122313776,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.26.00\Bclock-00.26.00.png,0.22492856148771623,0.9742726375214831,0.4066959734784526,-0.9134541122313776,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.27.00\Aclock-00.27.00.png,0.23342202165374001,0.9722726931283637,0.30898609576537095,-0.9509614201531382,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.27.00\Bclock-00.27.00.png,0.23342202165374001,0.9722726931283637,0.30898609576537095,-0.9509614201531382,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.28.00\Aclock-00.28.00.png,0.24189770582908482,0.970198706405356,0.20789090172758656,-0.9780497957542302,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.28.00\Bclock-00.28.00.png,0.24189770582908482,0.970198706405356,0.20789090172758656,-0.9780497957542302,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.29.00\Aclock-00.29.00.png,0.2503549685575857,0.9680508352945782,0.10451801146650709,-0.994422453122961,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.29.00\Bclock-00.29.00.png,0.2503549685575857,0.9680508352945782,0.10451801146650709,-0.994422453122961,0.0,0.9999000099990001
D:\Users\user\clocks\clockface_image_generator\data\clock-00.30.00\Aclock-00.30.00.png,0.25879316578594214,0.9658292433647319,1.224524346712682e-16,-0.9999000099990001,0.0,0.9999000099990001
